CAS_Number,SMILES,pLD50,"LD50,mg/kg"
124-76-5,CC1(C)C2CCC1(C)C(O)C2,3.44,55.957
141283-68-3,O=C(Nc1cc(C(F)(F)F)cnc1NS(=O)(=O)c1ccccc1)C(F)(F)F,3.4402,149.901
520-53-6,CN(C)CCc1c[nH]c2cccc(O)c12,3.441,73.947
74038-74-7,O=C(NNC(=O)c1cccc(F)c1)c1cccc(F)c1,3.4413,99.938
14490-05-2,Cc1cccc2c(CCN)c[nH]c12,3.4418,62.952
102505-01-1,O=C1C2CCN(CC2)C1CN1CCC2(CC1)C(=O)NCN2c1ccccc1,3.4426,132.906
74039-51-3,C=CCOCC(Cl)COS(=O)OCCCl,3.4427,99.578
100427-91-6,CN1CCN(CCCC2CCc3oc4ccncc4c3C2)CC1,3.4431,112.917
78370-20-4,C=C1Cn2c(nc3ccccc32)O1,3.4436,61.956
3321-06-0,CCC(CC)COC(C(=O)OCCN(C)C)(c1ccccc1)c1ccccc1,3.4439,137.897
100836-54-2,CCN(CC)CCOC(=O)NC(C)c1ccccc1,3.4445,94.933
32515-42-7,CCN(CC)CCCNC(=O)c1ccc(OC(C)C)cc1,3.4448,104.925
554-24-5,CCC(Oc1c(I)cc(I)cc1I)C(=O)O,3.4455,199.956
120342-38-3,CCOC(=O)c1c(C)n(CC(O)CN2CCOCC2)c2cc(Br)c(OC)cc12,3.4462,162.557
37483-78-6,C=CCN(C)C1CCCOc2cc(Cl)ccc21,3.4467,89.768
100381-97-3,c1ccc2c(Nc3ncco3)cccc2c1,3.4476,74.944
71355-88-9,C=CCOc1ccccc1Cc1ccccc1OCC=C,3.4477,99.921
34844-12-7,CC(C)=CC(=O)CC(O)(C(F)(F)F)C(F)(F)Cl,3.4481,99.789
73987-15-2,CCCCCNCCCCC,3.4485,55.958
35859-26-8,O=C(CSc1ccccc1)OCCN1CCOCC1,3.4493,99.905
62564-17-4,COc1cc([N+](=O)[O-])c(Cl)cc1S(=O)(=O)NCCN1CCCCC1,3.4502,133.727
18667-61-3,CCCCCC(=N\NC(=S)NC)/C(C)=N\NC(=S)NC,3.4512,111.876
3647-23-2,O=C(Nc1cccc2ccccc12)N1CC1,3.4518,74.945
26732-25-2,O=S(=O)(CCCl)c1ccc(Br)cc1,3.4527,99.414
100133-26-4,CCCCNNC(=O)c1ccccn1,3.4536,67.955
134578-91-9,COc1ccc(/C=C/CCCCOc2cccc(OCCCCC(=O)N(C)C)c2CCC(=O)O)cc1,3.4539,174.875
63867-22-1,COC(=O)CCCN1CCCCC1C,3.4544,69.952
133147-17-8,C#CCON(C)C(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,3.4553,139.909
92-44-4,Oc1cc2ccccc2cc1O,3.4564,55.958
794-94-5,COc1ccc(C(=O)OC(=O)c2ccc(OC)cc2)cc1,3.4568,99.93
91874-42-9,Cc1ccc(Cc2cnc[nH]2)c(C)c1,3.4572,64.95
29868-97-1,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,3.4581,122.293
78109-77-0,CCOc1ccccc1C(=O)NCCCN(CCO)CCO,3.4585,107.929
84807-10-3,c1cc(N2CCNCC2)c2[nH]ccc2c1,3.4587,69.949
32410-96-1,CCCOc1ccc(S(=O)(=O)NCCCN(CC)CC)cc1,3.4596,113.897
2989-41-5,Clc1cccc(N/N=C\c2ccccc2)c1,3.46,79.779
74039-00-2,CN(C)CCCCc1c[nH]c2ccccc12,3.4601,74.943
54187-03-0,O=C(NCCCl)NC(C1CC1)C1CC1,3.4608,74.789
95-82-9,Nc1cc(Cl)ccc1Cl,3.4614,55.641
102583-82-4,CCN(CC)CCOC(=O)c1ccc(N)cc1OC,3.4616,91.938
27151-01-5,c1ccc(NC2=NCCO2)cc1,3.4618,55.961
10160-73-3,CC(OCCS)C(C)(C)C,3.4621,55.934
22041-22-1,COC(=O)CCCN(C)C,3.463,49.968
3703-79-5,CCCCNCC(O)c1ccc(O)cc1,3.4634,71.949
559-82-0,CC1CCC2N(C1)CC1C3(O)CC4(O)C(CCC5C(=O)C(O)CCC54C)C3(O)CC(O)C1(O)C2(C)O,3.4642,174.883
5653-62-3,COc1cccc(C#N)c1OC,3.4645,55.961
55635-70-6,COc1ccc(CCNc2nc3nc(C)c(C)nc3n2C)cc1OC,3.4651,116.921
73747-34-9,Cn1c(=O)c2c(nc(OC3CCC=CO3)n2C)n(C)c1=O,3.4658,99.939
2832-95-3,CC(CCc1ccccc1)N1CCOCC1,3.466,74.943
871-23-8,C=C(Br)CNCC,3.4668,55.643
81-21-0,C1C2OC2C2C1C1CC2C2OC12,3.4672,55.959
101832-31-9,COc1cc2c3c(c1OC)-c1c(ccc(O)c1OC)CC3N(CCN1CCOCC1)CC2,3.4679,149.895
19971-93-8,Cn1c(=O)c2c(ncn2CC(O)CN2CCN(Cc3ccc(Cl)cc3)CC2)n(C)c1=O,3.4684,151.743
81786-37-0,CN(Cc1ccccc1)C1COC2C(O[N+](=O)[O-])COC21,3.4688,99.937
102396-02-1,FC(F)(F)c1ccc(Cl)c(NC2=NCCCS2)c1,3.4694,99.76
38128-77-7,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(cc(OCC(=O)N(C)C(C)C)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.4697,274.815
35859-40-6,Cc1ccc(SCC(=O)OCCN2CCOCC2)cc1,3.4704,99.905
102418-19-9,CN1CN(c2ccccc2)C2(CCN(CCC3Oc4ccccc4O3)CC2)C1=O,3.4711,132.905
73987-34-5,Nc1c(Cl)c(C(Cl)(Cl)Cl)nc2ccccc12,3.4713,99.305
484-47-9,c1ccc(-c2nc(-c3ccccc3)c(-c3ccccc3)[nH]2)cc1,3.4718,99.919
51-06-9,CCN(CC)CCNC(=O)c1ccc(N)cc1,3.4723,79.265
78961-54-3,OC1C2CCN(CC2)C1C(c1ccccc1)c1c[nH]c2ccccc12,3.4725,111.913
101564-39-0,O=C1CCCCC1C(O)(C(F)(F)Cl)C(F)(F)Cl,3.4729,99.638
103168-78-1,c1ccc(CN2CCN(CCN3c4ccccc4Sc4ccccc43)CC2)cc1,3.4734,134.87
23943-93-3,CCN1CC2(O)CCC(OC)C34C5CC6C(OC)CC(O)(C5C6OC)C(C(O)C23)C14,3.4746,141.904
36275-22-6,S=C(CC1=NCCN1)c1ccc(Cl)cc1,3.4748,79.762
3839-48-3,O=c1cccccc1Cl,3.4758,46.811
6833-84-7,CC1CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)OC(C)CC2CCC(O2)C(C)C(=O)O1,3.4765,245.833
35859-10-0,Cc1ccc(SCC(=O)OC(C)CN(C)C)cc1,3.4773,89.012
53734-79-5,COc1ccc2c(c1)c1c3n2CCN(C)C3=NCC1,3.4777,84.939
73855-45-5,Clc1ccc2c(c1)NCCN2,3.4787,55.807
50871-36-8,C=CCN1CCN(C2=NC(=O)C(c3ccccc3)S2)CC1,3.4792,99.904
15424-17-6,COC(=O)/C=C(\C)N1CCCC1,3.4803,55.962
13647-35-3,CC12CCC3C(CCC45OC4C(=O)C(C#N)CC35C)C1CCC2O,3.4804,108.92
54742-87-9,O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CCN1CCN(CCO)CC1,3.4809,134.906
5585-67-1,COc1cc2[nH]c3c(c2cc1OC)CCN1CC2C(C)OC=C(C(=O)OCCN(C)C)C2CC31,3.4814,154.893
3007-53-2,CCCCCCCCCCCC(=O)N(C)C,3.4817,74.945
92324-32-8,CCCc1ccc(OCC(=O)N(C)OC)c(OC)c1,3.4826,87.941
706-14-9,CCCCCCC1CCC(=O)O1,3.4829,55.96
13616-58-5,CNCCCC1(c2ccc(F)cc2)OC(C)(C)c2ccccc21,3.4833,102.924
63886-58-8,CCN1C(C)(C)CCC1(C)C,3.4836,50.961
17641-14-4,CCOc1cccc(NC(=O)CI)c1,3.4845,99.96
73840-52-5,C1CCC(C2(C3CCCCC3)CC3CCCCN3CO2)CC1,3.485,99.923
18966-33-1,CC(=O)CCC(=O)N(CCO)CC1C2CCC(C2)C1C,3.4855,91.936
102504-27-8,Clc1ccccc1-c1nnc(-c2cccc3ccccc23)o1,3.4868,99.773
6294-93-5,Oc1ccc(Cl)c(C(F)(F)F)c1,3.4873,63.816
6425-11-2,O=[N+]([O-])c1ccc(C(N2CCOCC2)N2CCOCC2)cc1,3.4876,99.936
942-72-3,Nc1ncc(-c2ccccc2)nn1,3.4878,55.962
37813-54-0,CSc1ccc(SC)nn1,3.488,55.914
1623-19-4,C=CCOP(=O)(OCC=C)OCC=C,3.4888,70.762
78524-72-8,NC1CC(N)C(OC2OC(CO)C(O)C(O)C2N)C(OC2OC(CO)C(OC3OC(CO)C(O)C(O)C3N)C2O)C1O,3.489,199.891
35047-59-7,CN(C)CCN(c1ccccc1)C1CCCCc2ccccc21,3.4892,99.921
51707-04-1,COC1/C=C\OC2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/NC(=O)Cc5cccc6ccccc56)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C,3.4897,293.798
23129-85-3,C(=N/c1nnc[nH]1)\c1ccccn1,3.4903,55.965
118-12-7,C=C1N(C)c2ccccc2C1(C)C,3.4905,55.955
93947-58-1,CCN(CC)CCNC(=O)COc1cccc2ccccc12,3.4909,96.929
84477-87-2,CC1CNCCN1S(=O)(=O)c1cccc2cnccc12,3.4913,93.912
132907-72-3,Cn1cc(C(=O)C2CCc3nc[nH]c3C2)c2ccccc21,3.4919,89.934
1404-93-9,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,3.4922,465.96
584-84-9,Cc1ccc(N=C=O)cc1N=C=O,3.4928,55.963
73908-99-3,CCN(CC)C(=S)SC#N,3.4931,55.915
7316-55-4,CC(CCl)OP(=O)(OC(C)CCl)C(C)CCl,3.4936,99.497
13608-26-9,CSc1ccc2[nH]c3c(c2c1)C(C)(C)CNC3,3.494,78.917
102585-31-9,C=C(Br)CN(CCCC)C(C)=O,3.4944,74.649
30299-08-2,CCC(C)(Oc1ccc(C2(c3ccc(OC(C)(CC)C(=O)O)cc3)CCCCC2)cc1)C(=O)O,3.4947,149.891
102071-32-9,COc1ccc2[nH]cc(CN3CCC(CO)(c4ccccc4)CC3)c2c1,3.4954,111.916
87395-53-7,CN1C2CCC(OC(=O)c3cc(=O)c4ccccc4o3)C1CC2,3.496,99.929
14487-95-7,CC(C)(CN)c1c[nH]c2ccc(Cl)cc12,3.4965,70.8
6635-26-3,CCOC(=O)C1CC(C(=O)OCC)c2nc3ccccc3nc21,3.4974,99.932
21820-82-6,CN1CC(CCN2CC=C(c3ccccc3)CC2)OC1=O,3.4979,90.934
27159-78-0,CC(/N=C/N(C)C)c1ccccc1,3.498,55.958
61945-50-4,COc1ccc(CC/N=C/N(C)C)cc1OC,3.4984,74.948
14035-20-2,COC(=O)c1ccc(NC(=O)CN(C)C)cc1O,3.4988,79.95
101756-57-4,CN1CCC(OC(=O)C(O)(C2=CCCC2)c2ccccc2)CC1,3.4989,99.927
100482-82-4,NNC(=S)/N=C/CC(O)(C(F)(F)Cl)C(F)(F)Cl,3.4998,99.638
101564-87-8,Cc1cccnc1N1CCNC1=O,3.5003,55.963
14585-66-1,NCCc1csc2ccccc12,3.5005,55.933
52665-75-5,CC1OC(n2ccc(NC(=O)c3ccc(NC(=O)C(C)(N)CO)cc3)nc2=O)CC(O)C1OC1OC(C)C(N(C)C)C(O)C1O,3.5015,199.877
78109-71-4,CC(C)Oc1ccccc1C(=O)NCCN,3.5018,69.952
68097-90-5,Cc1cc(C)c(CN2CCCCC2)c(O)c1,3.5022,68.948
133147-08-7,CCCCONC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1cccc([N+](=O)[O-])c1,3.5027,139.907
73806-01-6,O=C(O)C1C2CCC(O2)C1C(=O)Nc1nc2ccccc2s1,3.5029,99.91
28089-06-7,COc1cc2ccoc2cc1CCN,3.5034,59.958
32410-99-4,CCN(CC)CCCNS(=O)(=O)c1ccc(OC(C)C)cc1,3.5037,102.907
6466-14-4,Cn1c(=O)c2[nH]c(SCc3ccccn3)nc2n(C)c1=S,3.5044,99.888
102787-23-5,CN(C)Cc1ccc(CSCC/N=C(\C[N+](=O)[O-])N2CCN(C)CC2)o1,3.5046,119.9
20443-98-5,Clc1cccc(Cl)c1CBr,3.505,74.365
101931-57-1,CC(C)(O)CC(O)(C(F)(F)F)C(F)(F)F,3.5054,74.974
86746-02-3,Cc1cc(C)c(OCC(=O)NCCCN2CCOCC2)c(C)c1,3.5057,99.93
92956-67-7,CC#CC(O)(C(=O)OC1CCN(C)CC1)C(C)C,3.5061,78.946
360-65-6,CC(CCC(=O)NCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,3.5067,139.901
459-22-3,N#CCc1ccc(F)cc1,3.5075,41.971
972-63-4,COc1cc2c(c(OC)c1OC)C(CCC(=O)O)C(=O)CCC2,3.5083,99.933
41717-28-6,O=C(Cl)c1cc2ccccc2o1,3.5085,55.816
621-72-7,c1ccc(Cc2nc3ccccc3[nH]2)cc1,3.5097,64.349
3455-61-6,CC(=O)/C=C/c1ccc([N+](=O)[O-])o1,3.5098,55.966
11111-23-2,NCC1OC(OC2C(CO)OC(OC3C(O)C(N)CC(N)C3OC3OC(CO)C(O)CC3N)C2O)C(N)C(O)C1OC1OC(CO)C(O)C(O)C1O,3.5103,235.135
16946-57-9,NC1c2ccccc2Sc2ccccc2C1O,3.5111,74.92
16531-40-1,CCN(CC)CCCNC(=S)c1ccc(OC(C)C)cc1,3.5115,94.908
110345-39-6,COc1ccc(C(O)C(CN2CCCCCC2)c2ccccc2)cc1F,3.5118,109.92
582-40-1,CC(C)(C)NCC(O)c1cccc(F)c1,3.5119,64.956
141283-45-6,CCCC(=O)Nc1cc(C(F)(F)F)cnc1NS(C)(=O)=O,3.5123,99.926
33132-73-9,CCOCCC(CN(C)C)c1ccccc1,3.5126,67.949
101651-85-8,NCC(N)Cc1c[nH]c2ccc(O)cc12,3.513,62.957
6953-65-7,OCc1nc2ccc(Cl)cc2[nH]1,3.5133,55.82
2278-23-1,CCN(CC)CCOC(=O)N1c2ccccc2Oc2ccccc21,3.5137,99.929
101526-62-9,CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1,3.5139,95.915
83494-80-8,CN(C)CCCN(CCC#N)C(=O)c1coc2c1C(=O)c1ccccc1CC2,3.5147,115.917
141283-59-2,CCOC(=O)Nc1cc(C(F)(F)F)cnc1NS(C)(=O)=O,3.5149,99.928
55301-97-8,NCc1ccc(SCc2ccccc2)cc1,3.5154,69.922
7010-82-4,CN(C)c1ccc2[nH]cc(CN3CCOCC3)c2c1,3.5163,78.944
17060-71-8,Cc1cc(OCc2ccccc2)cc(C)c1NC(=O)CN1CCCC1,3.5167,102.923
7569-34-8,CCS(=O)(=O)c1ccc(C)cc1,3.5172,55.938
101491-57-0,CCN(CC)CCNC(=O)OCc1ccccc1,3.5177,75.947
14676-40-5,O=C(Nc1ccc(I)cc1)C(Cl)Cl,3.5185,99.677
116876-85-8,CCN(CC)C(=O)COc1cc(OC)c(OC)c(OC)c1,3.519,89.941
10078-25-8,O=S1c2ccccc2N(CCCN2CCN(CCO)CC2)c2cc(Cl)ccc21,3.5194,126.748
74037-49-3,c1cncc(CSSCc2cccnc2)c1,3.52,74.9
18584-27-5,NC(=O)C(O)c1ccc(Cl)cc1,3.5204,55.823
30292-98-9,N=C(N)C(O)c1ccc(Cl)c(Cl)c1,3.521,65.678
100333-43-5,COc1ccc2nc(NC3=NCCO3)sc2c1,3.5217,74.928
302-95-4,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,3.5223,117.854
62401-82-5,Cn1c(=O)c2c(ncn2CCCNCC(O)c2cccc(O)c2)n(C)c1=O,3.523,111.929
62538-84-5,c1ccc2c(c1)Sc1ccccc1-n1ccnc1-2,3.5234,74.919
102129-07-7,Cc1cc(O)c(C(=O)CC(O)(C(F)(F)F)C(F)(F)F)c(=O)o1,3.524,99.958
73791-23-8,O=S1(=O)C=CC(N/N=C\c2cccc3cc4ccccc4cc23)=C1,3.5243,99.904
23098-07-9,CCOC(CN1CCCC1)OCC,3.5243,55.962
120729-83-1,CCN(CC)CC#CC1(O)CC(c2ccc(C)cc2)N(C)CC1(C)O,3.5244,102.924
73688-84-3,O=C(Nc1cc(Cl)ccc1Cl)c1ccc(Cl)c(Cl)c1,3.5251,99.377
57469-93-9,CC(N)C(=O)OC(C)(C)Cc1ccccc1,3.5254,65.953
981-01-1,CCC(=O)OC12C=CC(=O)C3Oc4c(OC)ccc5c4C31CCN(C)C2C5,3.5261,109.923
15467-30-8,CC(N)CCc1c[nH]c2ccccc12,3.5266,55.958
29639-65-4,CCC(C)C1(CC)C(=O)NC(=S)N(C)C1=O,3.5271,71.93
66932-90-9,CNCC(=O)c1c(OC)cc(OC)cc1OC,3.5276,70.954
73664-63-8,O/N=C/c1ccc(C(F)(F)F)cc1,3.5286,55.972
4383-39-5,C#CCOC(=O)C#C,3.5287,31.978
33098-28-1,CCC(C)C(CN(C)C)c1ccccn1,3.5292,60.954
1603-31-2,O=C(c1ccccc1)N(CCCN1CCOCC1)Cc1ccccc1,3.5295,99.926
65009-35-0,CNC(=N)NC(=O)Nc1c(C)cccc1C,3.5301,64.958
36138-67-7,C=C(Br)CN1CCCC1,3.5308,55.685
5962-06-1,NC(=O)NC(=O)/C=C/c1ccccc1,3.531,55.962
61945-48-0,CC(Cc1ccccc1)/N=C/N(C)C,3.5312,55.958
59338-87-3,C=CCN1CCCC1CNC(=O)c1cc2n[nH]nc2cc1OC,3.5317,92.639
63907-06-2,CNC1C2CCC(C2)C1(C)C,3.5322,44.966
51780-94-0,CC(C)NCC(O)COc1cccc2c1NC(=O)CC2,3.5329,81.545
32305-43-4,CCN(CC)CCOC(=O)COc1cc(C)ccc1C(C)C,3.5335,89.936
73771-56-9,COc1ccc(/C=C/C(CC(NO)c2ccc(OC)cc2)=N/O)cc1,3.5345,99.931
2644-26-0,CCCCCN(CCCCC)CC(=O)OCC,3.535,70.95
101832-40-0,CC#CC(O)(C(=O)OC1CCN(C)CC1)C1CC2CCC1C2,3.5355,88.936
2582-07-2,N=C(N)Nc1nc2ccccc2s1,3.5357,55.942
6716-56-9,N#CC(C#N)=Cc1c(Cl)ccc(Cl)c1Cl,3.5357,74.543
80649-57-6,CC(c1ccc(C2CCCC2)cc1)N(C)C(=O)CN1CCN(C)CC1,3.5359,99.926
64506-49-6,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,3.5365,130.905
312-30-1,O=[N+]([O-])c1cc(S(=O)(=O)c2ccc(F)c([N+](=O)[O-])c2)ccc1F,3.5369,99.925
4110-35-4,N#Cc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,3.5376,55.969
39549-34-3,NCCNCCNCc1ccccc1,3.538,55.961
31865-32-4,CC(C)(C)C1CCC(NC(=O)c2ccccc2)CC1,3.5389,74.942
66827-69-8,ClC1CCCC2(C1)OCC(C1CCCCN1)O2,3.5395,74.814
73972-85-7,CCOCCSP(SCCOCC)SCCOCC,3.5397,99.875
27806-86-6,CSC(=N)Nc1c(C)cccc1C,3.5403,55.938
51333-22-3,CCCC1OC2CC3C4CCC5=CC(=O)C=CC5(C)C4C(O)CC3(C)C2(C(=O)CO)O1,3.5406,123.912
349-89-3,O=S(=O)(F)c1ccc(Cl)cc1,3.541,55.812
22137-01-5,COc1ccc2occ(CCN)c2c1,3.5412,54.961
57-29-4,C=CCN1CCC23c4c5ccc(O)c4OC2C(O)C=CC3C1C5,3.5417,89.383
101976-37-8,CN1CCC(N2c3ccccc3Sc3ccc(Cl)cc32)CC1,3.542,94.774
59820-83-6,Cc1cc2c(cc1[N+](=O)[O-])OCCO2,3.5422,55.965
101512-88-3,CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CC=O)CC(C)C(=O)/C=C\C(C)=C/C1C(C)O,3.5423,175.383
74008-10-9,O=C1CSC(c2ccccc2)N1Nc1ccc(Br)cc1,3.5431,99.639
49662-05-7,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(C(C)O)C(O)C(O)C3N)C2O)OCC1(C)O,3.5437,141.905
16532-79-9,N#CCc1ccc(Br)cc1,3.5442,55.692
947-91-1,O=CC(c1ccccc1)c1ccccc1,3.5446,55.954
127906-00-7,COc1ccc(Sc2ccccc2CN)cc1,3.5447,69.926
62270-77-3,CC(=O)C1(c2cccc(Cl)c2)CCN(CCCN2CCOCC2)CC1,3.5452,103.793
522-52-1,CCCCCC(=O)Cc1cc(OC)cc2c1C(=O)Oc1cc(O)c(C(=O)O)c(CC(=O)CCCCC)c1O2,3.5454,149.897
3339-08-0,c1ccc(C(CCN2CCOCC2)c2ccccc2)cc1,3.5462,79.937
65793-50-2,Nn1cnc2cc3ccccc3cc2c1=O,3.5466,59.958
24116-19-6,O=C(CCN1CC1)OC1CCCCC1,3.5469,55.961
1164-33-6,CCN(CC)CCN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O,3.5472,93.936
1783-25-1,CN(C)/C=N/c1ccccc1,3.5476,41.969
63204-23-9,Cc1nc[nH]c1CSCCNc1nc(=O)c(Cc2ccc3c(c2)OCO3)c[nH]1,3.548,113.006
1206-72-0,CCC(N)Cc1c[nH]c2cccc(Cl)c12,3.5484,62.823
197635-33-9,CCCCCCCCCNCCNC(C)=O,3.5491,64.455
633-59-0,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1,3.5494,112.926
101833-16-3,O=C1OCCC1CC(O)(C(F)(F)F)C(F)(F)F,3.55,74.972
6130-92-3,CC1(C)CCCC(C)(C)N1N,3.5504,43.969
6373-46-2,Nc1ccc(OCc2ccccc2)cc1,3.5512,55.957
16423-52-2,CCCCCCCCCCNC(C)=O,3.5514,55.959
2078-54-8,CC(C)c1cccc(C(C)C)c1O,3.5521,49.961
74039-54-6,O=C(Nc1ccccc1Cl)N1CCC2N(C(=O)Nc3ccccc3Cl)CCC3N(C(=O)Nc4ccccc4Cl)CCC1N23,3.5529,179.488
518-11-6,CNC1CCc2cc(OC)c(OC)c(OC)c2-c2ccc(O)c(=O)cc21,3.5532,99.93
85460-98-6,CN(C)C(=N)NCCn1cnc2c1c(=O)n(C)c(=O)n2C,3.5535,81.952
29122-66-5,CCOc1ccc(Cl)cc1C(CN1CCOCC1)C(C)CC,3.554,90.805
6630-65-5,ClC1c2ccccc2-c2ccccc21,3.5543,55.825
113559-13-0,Cc1cccc(CCN2CCC(C(=O)c3ccc(NS(C)(=O)=O)cc3)CC2)n1,3.5545,111.901
76142-62-6,CC(C)NCC(O)COc1ccsc1,3.5549,59.939
26086-49-7,CNC1C(OC2C(OC3C(O)C(O)C(NC(=N)N)C(O)C3NC(=N)N)OC(C)C2CO)OC(CO)C(O)C1O,3.5554,157.913
104545-48-4,CC1(C)C=C(C(=O)NCCNC(=O)c2ccccn2)C(C)(C)N1,3.5558,87.94
2299-97-0,CN(C)CCOC(=O)N(c1ccccc1)c1ccccc1,3.5562,78.943
1432-65-1,NCCSC(C[N+](=O)[O-])c1ccc2c(c1)OCO2,3.5568,74.933
27047-62-7,O=C(NCCCl)NC1CCSc2ccccc21,3.5576,74.799
306-67-2,NCCCNCCCCNCCCN,3.5579,55.964
5535-51-3,C=CS(=O)(=O)c1ccc(Cl)cc1,3.5586,55.813
95491-84-2,CCCCCCCCCCCC(=O)NS(=O)(=O)c1ccc(OCC)c2ncccc12,3.5589,119.896
62270-74-0,CCC(=O)C1(c2cccc(Cl)c2)CCN(CCCN2CCCCC2)CC1,3.5593,103.795
6306-14-5,Cc1ccc(C)c2c(CC(=O)O)c[nH]c12,3.5598,55.96
7684-76-6,CCOC(=O)CNC(=O)Nc1cccc2ccccc12,3.56,74.948
104845-40-1,COc1ccc(CNCCN(C/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CCC=C(C)C)Cc2ccc(OC)c(OC)c2)cc1OC,3.5602,267.792
67057-84-5,O=S(=O)(CCc1ccncc1)c1ccc(Br)cc1,3.5607,89.36
65212-37-5,CNC1C(O)C(OC2C(N)CC(N)C(OC3OC(CNCCO)=CCC3N)C2O)OCC1(C)O,3.5613,134.92
100650-87-1,COCCc1ccc(OCC(O)CNC(C)C)s1,3.5617,74.929
32545-43-0,OC1(c2ccccn2)CN2CCC1CC2,3.562,55.96
33587-51-8,CC(C)c1ccccc1NC1=NCCO1,3.562,55.96
13608-23-6,COc1ccc2[nH]c3c(c2c1)C(C)(C)CNC3,3.563,62.954
5862-32-8,Cc1cc(CCl)c(O)c(CCl)c1,3.5637,55.707
4755-59-3,CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,3.564,89.809
10072-48-7,CC(=O)OCC(=O)OCC/C(SC(=O)c1ccco1)=C(\C)N(C=O)Cc1cnc(C)nc1N,3.5641,129.898
102433-77-2,CCOC(=O)N1C(c2ccccc2)N(Cc2ccccc2)N(C(=O)OC(=O)c2ccccc2)C1CC,3.5642,132.906
3372-94-9,Cc1ccnc(NC(=O)C(O)c2ccccc2)c1,3.5648,65.953
6843-22-7,CN(C)CCc1c[nH]c2ccc(N(C)C)cc12,3.5649,62.954
104502-49-0,CC1=C(Br)C(=O)OC1(C)CN1CCCCCC1,3.5654,81.889
28111-34-4,CC(=O)OC1CCC2(C)C3CCC4C5(O)CC(O)C6(O)C(CN7CC(C)CCC7C6(C)O)C5(O)CC42OC13O,3.5656,149.9
751-97-3,CN(C)C1C(=O)C(C(=O)NCN2CCCC2)C(=O)C2(O)C(O)=C3C(=O)c4c(O)cccc4C(C)(O)C3CC12,3.5659,143.258
1403-56-1,O=Cc1c(CO)cc(O)c(O)c1O,3.5662,49.97
40520-36-3,COc1ccc(NC2=NCCO2)c(C)c1,3.5662,55.962
101398-44-1,CN(C)/C=N/c1cccc2nsnc12,3.5663,55.943
73840-02-5,CCCCCCSCSC(=N)N,3.5665,55.922
3759-61-3,O=C(Cl)Oc1cccc2ccccc12,3.567,55.833
120729-75-1,CN1CC(C)(O)C(O)(C#Cc2ccccc2)CC1c1ccccc1,3.5676,86.933
53206-84-1,COC(=O)c1c(C)ccc(C(C)C)c1OCC(O)CN1CCOCC1,3.5681,94.936
17153-27-4,CCC(C1CCS(=O)(=O)C1)[N+](=O)[O-],3.5683,55.947
101976-54-9,CCN(CC)CCNc1ccccc1N,3.5685,55.96
87003-23-4,C/C(COC(N)=O)=C(/NC(=O)C(CC(C)C)NC(=O)C1CCC=NN1C(=O)C(NC(=O)CC(N)CCNC(=N)N)C(C)N)C(=O)NC(CO)C(=O)O,3.5687,199.885
96623-30-2,O=C(NCCBr)c1cccc2ccccc12,3.5692,74.693
76142-59-1,CC(C)NCC(O)COc1cccs1,3.5697,57.941
102583-81-3,CNC(=O)O/N=C/c1cccc(OC)c1,3.5703,55.964
